0.14383562,0.00000000,0.74962516,0.48083066,0.37267080,0.64534884,0.33868542,0.07417582,0.19558990
0.34200914,0.00000000,0.49925037,0.19408949,0.38509316,0.59593023,0.76718516,0.00549451,0.23283917
0.56621005,0.00000000,0.00000000,0.64856229,0.00000000,0.50290698,0.45408934,0.15109890,0.34446245
0.20091324,0.52865888,0.00000000,0.84824281,0.00000000,0.38081395,0.19066735,0.49175824,0.55562478
0.42465753,0.53422372,0.00000000,0.56070286,0.00000000,0.38081395,0.31058704,0.07417582,0.45434160
0.25456621,0.00000000,0.87056468,0.26198086,0.36335403,0.73052340,0.45534373,0.03571429,0.39080605
0.13013699,0.58152477,0.80459768,0.63258785,0.21739130,0.13662791,0.18815857,0.07417582,0.35567459
0.43013697,0.00000000,0.48075959,0.36980834,0.29192546,0.46569771,0.67987962,0.15109890,0.53257759
0.53858446,0.52587647,0.00000000,0.42412134,0.29503105,0.41773259,0.40592072,0.01648352,0.40824715
0.59497718,0.52587647,0.00000000,0.34424914,0.36024844,0.41773259,0.40592072,0.00549451,0.41073875
0.47488584,0.00000000,0.00000000,0.56070286,0.00000000,0.49127907,0.64224791,0.98626374,0.44574563
0.79474887,0.13912076,0.00000000,0.62460063,0.09316770,0.94011635,0.04816862,0.07417582,0.46156723
0.07534247,0.29215359,0.96451771,0.59265175,0.18633540,0.47674419,0.12293026,0.07417582,0.24392675
0.44292237,0.00000000,0.00000000,0.51277954,0.00000000,0.84011628,0.43903665,0.07417582,0.28466427
0.94520548,0.00000000,0.00000000,0.32108625,0.25465838,0.00000000,0.52182642,0.07417582,0.48635854
0.44223747,0.00000000,0.47776110,0.39696484,0.27639751,0.44796505,0.66532872,0.03571429,0.40986671
0.52283105,0.00000000,0.00000000,0.56070286,0.00000000,0.51453488,0.57952838,0.24450549,0.43478262
0.11643836,0.28380635,0.00000000,0.56070286,0.00000000,0.25290698,0.87581535,0.01648352,0.07524605
0.35045662,0.47384531,0.00000000,0.51038335,0.00000000,0.65581388,0.32689412,0.01648352,0.18574810
0.11643836,0.28380635,0.00000000,0.56070286,0.00000000,0.25290698,0.87581535,0.00549451,0.03052199
0.86301370,0.00000000,0.00000000,0.56070286,0.00000000,0.39244186,0.31861517,0.00549451,0.27482247
0.47488584,0.00000000,0.00000000,0.56070286,0.00000000,0.49127907,0.64224791,0.24450549,0.40301484
0.59497718,0.52587647,0.00000000,0.34424914,0.36024844,0.41773259,0.40592072,0.07417582,0.85922517
0.29223744,0.00000000,0.59120440,0.58865814,0.14285714,0.66395356,0.41294527,0.07417582,0.27594370
0.22831050,0.03060657,0.70464766,0.67252395,0.05279503,0.40988372,0.51931764,0.00549451,0.09368382
0.40639269,0.35893156,0.49975011,0.40095845,0.27950310,0.06976744,0.52935277,0.07417582,0.62900213
0.34315069,0.00000000,0.49375312,0.19568691,0.44099378,0.54302322,0.74009036,0.03571429,0.49781988
0.48356162,0.00000000,0.56271861,0.38418524,0.31366459,0.36133717,0.47390877,0.07417582,0.45010589
0.12100457,0.00000000,0.71464266,0.56869009,0.27950310,0.22093023,0.68740596,0.07417582,0.09231344
0.34931507,0.27545910,0.38480758,0.53674120,0.18633540,0.34302326,0.38886104,0.07417582,0.39205182
0.83789954,0.32609905,0.00000000,0.12779553,1.00000000,0.14854644,0.61841449,0.01648352,0.65491470
0.73515982,0.06121313,0.65967015,0.44888178,0.26397515,0.23546512,0.39136982,0.00549451,0.36975207
0.73515982,0.06121313,0.65967015,0.44888178,0.26397515,0.06104651,0.39136982,0.07417582,0.74398904
0.39520549,0.00000000,0.60669664,0.30111819,0.30745341,0.73430226,0.46036129,0.07417582,0.61043981
0.67351598,0.00000000,0.00000000,0.51038335,0.00000000,0.69651156,0.35198193,0.07417582,0.38308213
0.41552511,0.04173623,0.70464766,0.45686900,0.17080745,0.11918605,0.51931764,0.01648352,0.27158340
0.12237444,0.67751810,0.00000000,0.46725241,0.33229813,0.64244186,0.26016061,0.07417582,0.43640217
0.12785388,0.00000000,0.97451271,0.78434504,0.34161490,0.28197674,0.29854493,0.07417582,0.07736390
0.52968037,0.04897051,0.78960517,0.53674120,0.47515526,0.48255814,0.09784245,0.07417582,0.52323412
0.11187215,0.00000000,0.92453770,0.36102235,0.49689439,0.79360465,0.21073759,0.07417582,0.13865704
0.39497717,0.00000000,0.00000000,0.48881788,0.00000000,0.83430233,0.53687911,0.01648352,0.14787592
0.27123288,0.40957151,0.00000000,0.51038335,0.00000000,0.73837209,0.37706974,0.01648352,0.13404759
0.47488584,0.00000000,0.00000000,0.56070286,0.00000000,0.61337209,0.59207229,0.00549451,0.11859973
0.52739726,0.04869227,0.81459268,0.36102235,0.55590060,0.56686047,0.14550929,0.07417582,0.55998505
0.34246575,0.00000000,0.00000000,0.50479232,0.00000000,0.90116279,0.47666837,0.07417582,0.21627011
0.42305933,0.33528103,0.46926536,0.52555914,0.28571428,0.30058147,0.25564483,0.07417582,0.51663137
1.00000000,0.00000000,0.00000000,0.40894567,0.00000000,0.94186047,0.04766684,0.24450549,0.83879414
0.30593607,0.00000000,0.00000000,0.56869009,0.00000000,0.48546512,0.73005524,0.49175824,0.27120967
0.37100457,0.30884809,0.43228385,0.58865814,0.18322981,0.09186040,0.49272463,0.07417582,0.48847642
0.50273975,0.00000000,0.57771112,0.59265175,0.32298136,0.04912798,0.55042659,0.07417582,0.35941199
0.43013697,0.00000000,0.48075959,0.36980834,0.29192546,0.46569771,0.67987962,0.27197802,0.58103902
0.65068493,0.05564830,0.46976510,0.28115014,0.43167701,0.39825581,0.62970400,0.07417582,0.55251029
0.20159818,0.00000000,0.62568712,0.35782751,0.30745341,0.80813953,0.51404926,0.00549451,0.12732030
0.90867580,0.00000000,0.00000000,0.62460063,0.00000000,0.94186047,0.04766684,0.07417582,0.52024419
0.25456621,0.00000000,0.87056468,0.26198086,0.36335403,0.73052340,0.45534373,0.00549451,0.18736765
0.85159817,0.00000000,0.00000000,0.84824281,0.00000000,0.38081395,0.00000000,0.49175824,0.50193098
0.20159818,0.00000000,0.62568712,0.32028748,0.30745341,0.83459295,0.52333163,0.07417582,0.32565092
0.64611872,0.00000000,0.00000000,0.51277954,0.00000000,0.47965116,0.42398397,0.03571429,0.31879906
0.54794521,0.10573178,0.00000000,0.84824281,0.00000000,0.38081395,0.19066735,0.24450549,0.59960135
0.65433791,0.27017251,0.00000000,0.28833859,0.37577639,0.14854644,0.83216265,0.01648352,0.40575561
0.52283105,0.00000000,0.00000000,0.56070286,0.00000000,0.65116279,0.56949326,0.24450549,0.44325403
0.10525116,0.00000000,0.68265868,0.28993613,0.49999998,0.58372090,0.59232311,0.07417582,0.19471782
0.31415526,1.00000000,0.00000000,0.51038335,0.00000000,0.40872086,0.17636727,0.01648352,0.28765417
0.28767123,0.95186425,0.00000000,0.51038335,0.00000000,0.44999997,0.20145507,0.07417582,0.46555378
0.14840183,0.20979411,0.83458268,0.33706069,0.24534161,0.59970927,0.44179625,0.07417582,0.48685687
0.07077626,0.55648304,0.00000000,0.56070286,0.00000000,0.36744193,0.61515310,0.01648352,0.14114863
0.29155250,0.00000000,0.59070461,0.58626195,0.18944099,0.66017435,0.41043649,0.00549451,0.13741124
0.39954338,0.00000000,0.00000000,0.55271564,0.00000000,0.48546512,0.65730059,0.49175824,0.37373867
0.68036530,0.00000000,0.00000000,0.52076676,0.00000000,0.65116279,0.37882591,0.01648352,0.34645571
0.73744292,0.29577074,0.00000000,0.25319487,0.51242234,0.14854644,0.73532362,0.07417582,0.72206307
0.65730592,0.52587647,0.00000000,0.19249195,0.68322979,0.41773259,0.40592072,0.07417582,0.89909059
0.09908674,0.00000000,0.89405292,0.63817888,0.24223602,0.06686047,0.68916214,0.07417582,0.10227981
0.57968035,0.00000000,0.70764619,0.57108628,0.34161490,0.00116286,0.46261926,0.07417582,0.48012956
0.42465753,0.53422372,0.00000000,0.56070286,0.00000000,0.38081395,0.31058704,0.24450549,0.60047340
0.50616441,0.78686698,0.00000000,0.49520768,0.31987577,0.41191864,0.16532872,0.15109890,0.97010090
0.11415525,0.00000000,0.55972012,0.49680510,0.24844720,0.55523256,0.55694936,0.07417582,0.12271085
0.15068493,0.11713967,0.81859070,0.00000000,0.17701863,0.74912776,0.46688406,0.15109890,0.38021675
1.00000000,0.00000000,0.00000000,0.32108625,0.07763975,0.73837209,0.20572003,0.07417582,0.74199577
0.65068493,0.05564830,0.46976510,0.28115014,0.44409937,0.39825581,0.62970400,0.00549451,0.25439144
0.16324201,0.13939900,0.86706644,0.34345049,0.20186335,0.59651166,0.50050179,0.00549451,0.25850256
0.34109588,0.00000000,0.59120440,0.56789132,0.18012422,0.70523249,0.40215755,0.03571429,0.22922637
0.53858446,0.52587647,0.00000000,0.42412134,0.29503105,0.41773259,0.40592072,0.07417582,0.59262493
0.96575342,0.00000000,0.00000000,0.53674120,0.00000000,0.94186047,0.04766684,0.03571429,0.57393800
0.30136986,0.43405677,0.00000000,0.53674120,0.18322981,0.52325581,0.41645763,0.07417582,0.46057057
0.90867580,0.00000000,0.00000000,0.62460063,0.00000000,0.94186047,0.04766684,0.49175824,0.60682699
0.14840183,0.20979411,0.83458268,0.33706069,0.24534161,0.59970927,0.44179625,0.15109890,0.63697521
0.22374429,0.00000000,0.00000000,0.46485622,0.00000000,0.94186047,0.62970400,0.07417582,0.12358291
0.57990868,0.33110741,0.00000000,0.30511180,0.27950310,0.75581395,0.15805320,0.07417582,0.70599229
0.85159817,0.00000000,0.00000000,0.84824281,0.00000000,0.38081395,0.00000000,0.73901099,0.49582661
0.12100457,0.00000000,0.71464266,0.56869009,0.27950310,0.71511628,0.25840443,0.07417582,0.12619908
0.03196347,0.48135783,0.00000000,0.56070286,0.00000000,0.31627903,0.74736589,0.00549451,0.04920892
0.22374429,0.00000000,0.00000000,0.46485622,0.00000000,0.94186047,0.62970400,0.01648352,0.06864333
0.16324201,0.13939900,0.86706644,0.34345049,0.20186335,0.59651166,0.50050179,0.03571429,0.38221003
